"CIQD014.Code.or.Value","CIQD014.Value.Description","CIQD014.Count","CIQD014.Cumulative","CIQD014.Skip.to.Item"
"1","Yes",69,69,""
"2","No",530,599,"CIDDSCOR"
"7","Refuse",0,599,"CIDDSCOR"
"9","Don't know",0,599,"CIDDSCOR"
".","Missing",251,850,""
