"SMQ040.Code.or.Value","SMQ040.Value.Description","SMQ040.Count","SMQ040.Cumulative","SMQ040.Skip.to.Item"
"1","Every day",910,910,"SMD070"
"2","Some days",179,1089,"SMD641"
"3","Not at all",1259,2348,""
"7","Refused",0,2348,"SMAQUEX2"
"9","Don't know",0,2348,"SMAQUEX2"
".","Missing",4838,7186,""
