"HUQ071.Code.or.Value","HUQ071.Value.Description","HUQ071.Count","HUQ071.Cumulative","HUQ071.Skip.to.Item"
"1","Yes",1088,1088,""
"2","No",9447,10535,"HUQ085"
"7","Refused",1,10536,"HUQ085"
"9","Don't know",1,10537,"HUQ085"
".","Missing",0,10537,""
