"AUXRR215.Code.or.Value","AUXRR215.Value.Description","AUXRR215.Count","AUXRR215.Cumulative","AUXRR215.Skip.to.Item"
"-12 to 50","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
