"AUXLR112.Code.or.Value","AUXLR112.Value.Description","AUXLR112.Count","AUXLR112.Cumulative","AUXLR112.Skip.to.Item"
"-65 to 51","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
