"OHQ170.Code.or.Value","OHQ170.Value.Description","OHQ170.Count","OHQ170.Cumulative","OHQ170.Skip.to.Item"
"1 to 30","Range of Values",1757,1757,NA
"77","SP refused",0,1757,NA
"99","Don't know",0,1757,NA
".","Missing",7841,9598,NA
