"AUXLR157.Code.or.Value","AUXLR157.Value.Description","AUXLR157.Count","AUXLR157.Cumulative","AUXLR157.Skip.to.Item"
"-16 to 105","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
