"AUXRR123.Code.or.Value","AUXRR123.Value.Description","AUXRR123.Count","AUXRR123.Cumulative","AUXRR123.Skip.to.Item"
"-40 to 44","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
