"AUDTYR50.Code.or.Value","AUDTYR50.Value.Description","AUDTYR50.Count","AUDTYR50.Cumulative","AUDTYR50.Skip.to.Item"
"0 to 4.97","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
