"RHQ169.Code.or.Value","RHQ169.Value.Description","RHQ169.Count","RHQ169.Cumulative","RHQ169.Skip.to.Item"
"0 to 7","Range of Values",1252,1252,NA
"77","Refused",1,1253,NA
"99","Don't know",0,1253,NA
".","Missing",2033,3286,NA
