"TYXP237.Code.or.Value","TYXP237.Value.Description","TYXP237.Count","TYXP237.Cumulative","TYXP237.Skip.to.Item"
"-297 to -28","Range of Values",192,192,NA
".","Missing",8277,8469,NA
