"AUXLR202.Code.or.Value","AUXLR202.Value.Description","AUXLR202.Count","AUXLR202.Cumulative","AUXLR202.Skip.to.Item"
"-54 to 52","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
