"SMQ785.Code.or.Value","SMQ785.Value.Description","SMQ785.Count","SMQ785.Cumulative","SMQ785.Skip.to.Item"
"1","Today",19,19,NA
"2","Yesterday",56,75,NA
"3","3 to 5 days ago",57,132,NA
"7","Refused",1,133,NA
"9","Don't know",1,134,NA
".","Missing",7311,7445,NA
