"RHQ420.Code.or.Value","RHQ420.Value.Description","RHQ420.Count","RHQ420.Cumulative","RHQ420.Skip.to.Item"
"1","Yes",1659,1659,""
"2","No",1758,3417,"RHQ510"
"7","Refused",0,3417,"RHQ510"
"9","Don't know",3,3420,"RHQ510"
".","Missing",445,3865,""
