"FSD680.Code.or.Value","FSD680.Value.Description","FSD680.Count","FSD680.Cumulative","FSD680.Skip.to.Item"
"1","Yes",1486,1486,NA
"2","No",1068,2554,NA
"7","Refused",0,2554,NA
"9","Don't know",13,2567,NA
".","Missing",7608,10175,NA
