"AUXRR152.Code.or.Value","AUXRR152.Value.Description","AUXRR152.Count","AUXRR152.Cumulative","AUXRR152.Skip.to.Item"
"-14 to 36","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
