"AUDTYR38.Code.or.Value","AUDTYR38.Value.Description","AUDTYR38.Count","AUDTYR38.Cumulative","AUDTYR38.Skip.to.Item"
"0 to 3.66","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
