"AUXRR242.Code.or.Value","AUXRR242.Value.Description","AUXRR242.Count","AUXRR242.Cumulative","AUXRR242.Skip.to.Item"
"-73 to 66","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
