"AUXLR234.Code.or.Value","AUXLR234.Value.Description","AUXLR234.Count","AUXLR234.Cumulative","AUXLR234.Skip.to.Item"
"-35 to 103","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
