"AUXLR267.Code.or.Value","AUXLR267.Value.Description","AUXLR267.Count","AUXLR267.Cumulative","AUXLR267.Skip.to.Item"
"-32 to 58","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
