"TYXP178.Code.or.Value","TYXP178.Value.Description","TYXP178.Count","TYXP178.Cumulative","TYXP178.Skip.to.Item"
"-296 to 164","Range of Values",1084,1084,NA
".","Missing",4501,5585,NA
