"CIQG02.Code.or.Value","CIQG02.Value.Description","CIQG02.Count","CIQG02.Cumulative","CIQG02.Skip.to.Item"
"1","Yes",41,41,NA
"2","No",83,124,NA
"7","Refused",0,124,NA
"9","Don't know",0,124,NA
".","Missing",804,928,NA
