"AUXLR278.Code.or.Value","AUXLR278.Value.Description","AUXLR278.Count","AUXLR278.Cumulative","AUXLR278.Skip.to.Item"
"-10 to 84","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
