Source Term Id,Source Term,Mapped Term Label,Mapped Term IRI,Mapping Score
TYXP113,Pressure Array Data Point 113,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5360072840382992
TYXP114,Pressure Array Data Point 114,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5470755216458133
TYXP115,Pressure Array Data Point 115,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5393255457091468
TYXP116,Pressure Array Data Point 116,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5355901835614311
TYXP117,Pressure Array Data Point 117,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5325685967005396
TYXP118,Pressure Array Data Point 118,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5527586543910215
TYXP119,Pressure Array Data Point 119,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5363308468428758
TYXP120,Pressure Array Data Point 120,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5432627082480312
TYXP121,Pressure Array Data Point 121,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5390620627167905
TYXP122,Pressure Array Data Point 122,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5561706124064714
TYXP123,Pressure Array Data Point 123,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5709629166170076
TYXP124,Pressure Array Data Point 124,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5437818788445551
TYXP125,Pressure Array Data Point 125,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5485198262438868
TYXP126,Pressure Array Data Point 126,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5396562286251121
TYXP127,Pressure Array Data Point 127,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5385362437283132
TYXP128,Pressure Array Data Point 128,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5525615722279055
TYXP129,Pressure Array Data Point 129,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5388245742726188
TYXP130,Pressure Array Data Point 130,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5458196217199875
TYXP131,Pressure Array Data Point 131,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5341450921401102
TYXP132,Pressure Array Data Point 132,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5321902966611115
TYXP133,Pressure Array Data Point 133,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.534224298657261
TYXP134,Pressure Array Data Point 134,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5324296823120624
TYXP135,Pressure Array Data Point 135,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5337106575325059
TYXP136,Pressure Array Data Point 136,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.531417140102014
TYXP137,Pressure Array Data Point 137,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.53825051987557
TYXP138,Pressure Array Data Point 138,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.544180969667853
TYXP139,Pressure Array Data Point 139,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5374217299754755
TYXP140,Pressure Array Data Point 140,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5283434934761455
TYXP141,Pressure Array Data Point 141,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5273931203928972
TYXP142,Pressure Array Data Point 142,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5282841762541535
TYXP143,Pressure Array Data Point 143,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.533254954932386
TYXP144,Pressure Array Data Point 144,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5360942973919794
TYXP145,Pressure Array Data Point 145,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5299584448996344
TYXP146,Pressure Array Data Point 146,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5433145992559602
TYXP147,Pressure Array Data Point 147,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5274608447983824
TYXP148,Pressure Array Data Point 148,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5284605603124252
TYXP149,Pressure Array Data Point 149,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5379867316693819
TYXP150,Pressure Array Data Point 150,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5327362704621641
TYXP151,Pressure Array Data Point 151,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5370945751463622
TYXP152,Pressure Array Data Point 152,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5284826252373799
TYXP153,Pressure Array Data Point 153,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5427816160878438
TYXP154,Pressure Array Data Point 154,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5282960071299112
TYXP155,Pressure Array Data Point 155,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5300698461513004
TYXP156,Pressure Array Data Point 156,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5434296202066511
TYXP157,Pressure Array Data Point 157,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5407756228956255
TYXP158,Pressure Array Data Point 158,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5305082565758209
TYXP159,Pressure Array Data Point 159,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5319775327630789
TYXP160,Pressure Array Data Point 160,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5274150588207632
TYXP161,Pressure Array Data Point 161,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.526047751988422
TYXP162,Pressure Array Data Point 162,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.526047751988422
TYXP163,Pressure Array Data Point 163,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.525005403193396
TYXP164,Pressure Array Data Point 164,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.526047751988422
TYXP165,Pressure Array Data Point 165,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.525005403193396
TYXP166,Pressure Array Data Point 166,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5277967021824506
TYXP167,Pressure Array Data Point 167,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5414672699932963
TYXP168,Pressure Array Data Point 168,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.526047751988422
TYXP169,Pressure Array Data Point 169,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5264494030858191
TYXP170,Pressure Array Data Point 170,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.539395120871162
TYXP171,Pressure Array Data Point 171,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5179243942854108
TYXP172,Pressure Array Data Point 172,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.533048635293699
TYXP173,Pressure Array Data Point 173,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5183243016847825
TYXP174,Pressure Array Data Point 174,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5188213297247116
TYXP175,Pressure Array Data Point 175,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5181937501149927
TYXP176,Pressure Array Data Point 176,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.516882074280715
TYXP177,Pressure Array Data Point 177,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5348704480079307
TYXP178,Pressure Array Data Point 178,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5448570172520677
TYXP179,Pressure Array Data Point 179,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.516882074280715
TYXP180,Pressure Array Data Point 180,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5427709684194771
TYXP181,Pressure Array Data Point 181,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.522916447734078
TYXP182,Pressure Array Data Point 182,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5233280397976898
TYXP183,Pressure Array Data Point 183,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5442971514833821
TYXP184,Pressure Array Data Point 184,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.522916447734078
TYXP185,Pressure Array Data Point 185,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5171474175984628
TYXP186,Pressure Array Data Point 186,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5171474175984628
TYXP187,Pressure Array Data Point 187,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5403916104410827
TYXP188,Pressure Array Data Point 188,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5169828291284349
TYXP189,Pressure Array Data Point 189,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5442983352692098
TYXP190,Pressure Array Data Point 190,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5137975925072661
TYXP191,Pressure Array Data Point 191,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5134786629760566
TYXP192,Pressure Array Data Point 192,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5134786629760566
TYXP193,Pressure Array Data Point 193,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5163366812003002
TYXP194,Pressure Array Data Point 194,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5338990819314328
TYXP195,Pressure Array Data Point 195,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5291666999455606
TYXP196,Pressure Array Data Point 196,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5321199885662411
TYXP197,Pressure Array Data Point 197,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5071070529935907
TYXP198,Pressure Array Data Point 198,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5091352625066186
TYXP199,Pressure Array Data Point 199,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5350506015742948
TYXP200,Pressure Array Data Point 200,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5462801519794191
TYXP201,Pressure Array Data Point 201,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5208079516007005
TYXP202,Pressure Array Data Point 202,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5202719992421876
TYXP203,Pressure Array Data Point 203,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5256168965131619
TYXP204,Pressure Array Data Point 204,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5198896733847342
TYXP205,Pressure Array Data Point 205,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5216917820852546
TYXP206,Pressure Array Data Point 206,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5402112483693934
TYXP207,Pressure Array Data Point 207,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5192729193256828
TYXP208,Pressure Array Data Point 208,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.519054425219725
TYXP209,Pressure Array Data Point 209,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5398853533851878
TYXP210,Pressure Array Data Point 210,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5245451866461679
TYXP211,Pressure Array Data Point 211,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5234617493102928
TYXP212,Pressure Array Data Point 212,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5296304472917063
TYXP213,Pressure Array Data Point 213,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5230487433086113
TYXP214,Pressure Array Data Point 214,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5242068912395748
TYXP215,Pressure Array Data Point 215,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5220261962912868
TYXP216,Pressure Array Data Point 216,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5226611472876814
TYXP217,Pressure Array Data Point 217,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5198520103025387
TYXP218,Pressure Array Data Point 218,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5268475603365095
TYXP219,Pressure Array Data Point 219,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5217649036526572
TYXP220,Pressure Array Data Point 220,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5398057689986634
TYXP221,Pressure Array Data Point 221,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5274072910637102
TYXP222,Pressure Array Data Point 222,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5337687604117329
TYXP223,Pressure Array Data Point 223,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5289147954027356
TYXP224,Pressure Array Data Point 224,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5301625811710207
TYXP225,Pressure Array Data Point 225,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5294823671630227
TYXP226,Pressure Array Data Point 226,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5279637063956536
TYXP227,Pressure Array Data Point 227,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5269148145552643
TYXP228,Pressure Array Data Point 228,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5289147954027356
TYXP229,Pressure Array Data Point 229,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5271848695263034
TYXP230,Pressure Array Data Point 230,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5391596667290114
TYXP231,Pressure Array Data Point 231,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5246496015723738
TYXP232,Pressure Array Data Point 232,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5212173702370512
TYXP233,Pressure Array Data Point 233,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5231276872102544
TYXP234,Pressure Array Data Point 234,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5542944986710197
TYXP235,Pressure Array Data Point 235,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5226453644716493
TYXP236,Pressure Array Data Point 236,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5409774567366872
TYXP237,Pressure Array Data Point 237,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.551230810512413
TYXP238,Pressure Array Data Point 238,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5220725917132941
TYXP239,Pressure Array Data Point 239,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5225995939785184
TYXP240,Pressure Array Data Point 240,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5222408092092468
TYXP241,Pressure Array Data Point 241,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5213229324941743
TYXP242,Pressure Array Data Point 242,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5221835235639182
TYXP243,Pressure Array Data Point 243,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5220673938979731
TYXP244,Pressure Array Data Point 244,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5468962887247079
TYXP245,Pressure Array Data Point 245,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5414319654974283
TYXP246,Pressure Array Data Point 246,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5330963619921043
TYXP247,Pressure Array Data Point 247,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5213883449409386
TYXP248,Pressure Array Data Point 248,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5223538652813909
TYXP249,Pressure Array Data Point 249,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5229930509217248
TYXP250,Pressure Array Data Point 250,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5262648407086628
TYXP251,Pressure Array Data Point 251,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5219615382795173
TYXP252,Pressure Array Data Point 252,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5221631507927574
TYXP253,Pressure Array Data Point 253,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5222125579427233
TYXP254,Pressure Array Data Point 254,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5209651351260967
TYXP255,Pressure Array Data Point 255,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5297603144807911
TYXP256,Pressure Array Data Point 256,pressure unit,http://purl.obolibrary.org/obo/UO_0000109,0.5234571148225557
WBXA001,Absorbance Array Data Point 001,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6656097844532685
WBXA002,Absorbance Array Data Point 002,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6650839235639705
WBXA003,Absorbance Array Data Point 003,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6645126312032669
WBXA004,Absorbance Array Data Point 004,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6647085658594646
WBXA005,Absorbance Array Data Point 005,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6664761489195644
WBXA006,Absorbance Array Data Point 006,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.667174142051312
WBXA007,Absorbance Array Data Point 007,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6641026476429184
WBXA008,Absorbance Array Data Point 008,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6638878723494881
WBXA009,Absorbance Array Data Point 009,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6660965850638237
WBXA010,Absorbance Array Data Point 010,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6764028203713789
WBXA011,Absorbance Array Data Point 011,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6753105552874165
WBXA012,Absorbance Array Data Point 012,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6815097536253618
WBXA013,Absorbance Array Data Point 013,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6748937946518864
WBXA014,Absorbance Array Data Point 014,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6760619274178193
WBXA015,Absorbance Array Data Point 015,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6738610264289315
WBXA016,Absorbance Array Data Point 016,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6745024794154483
WBXA017,Absorbance Array Data Point 017,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6716607259685553
WBXA018,Absorbance Array Data Point 018,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6787190419107278
WBXA019,Absorbance Array Data Point 019,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6735969104924044
WBXA020,Absorbance Array Data Point 020,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6774232821873539
WBXA021,Absorbance Array Data Point 021,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6735845707942925
WBXA022,Absorbance Array Data Point 022,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6797849724932075
WBXA023,Absorbance Array Data Point 023,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6750586607304396
WBXA024,Absorbance Array Data Point 024,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6762765541031829
WBXA025,Absorbance Array Data Point 025,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6756128864354985
WBXA026,Absorbance Array Data Point 026,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6741289970396863
WBXA027,Absorbance Array Data Point 027,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6731023697627021
WBXA028,Absorbance Array Data Point 028,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6750586607304396
WBXA029,Absorbance Array Data Point 029,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6733668291263336
WBXA030,Absorbance Array Data Point 030,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6830470006159709
WBXA031,Absorbance Array Data Point 031,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6737960997237659
WBXA032,Absorbance Array Data Point 032,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6703725648466782
WBXA033,Absorbance Array Data Point 033,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6722799039566132
WBXA034,Absorbance Array Data Point 034,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6705973325528924
WBXA035,Absorbance Array Data Point 035,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6717987743576515
WBXA036,Absorbance Array Data Point 036,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6696460932855086
WBXA037,Absorbance Array Data Point 037,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6708143487707726
WBXA038,Absorbance Array Data Point 038,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6712270313236769
WBXA039,Absorbance Array Data Point 039,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6717531016040621
WBXA040,Absorbance Array Data Point 040,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6704295119211062
WBXA041,Absorbance Array Data Point 041,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.669516551063879
WBXA042,Absorbance Array Data Point 042,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6703725648466782
WBXA043,Absorbance Array Data Point 043,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6702571085569371
WBXA044,Absorbance Array Data Point 044,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6778304924402977
WBXA045,Absorbance Array Data Point 045,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6719781407598213
WBXA046,Absorbance Array Data Point 046,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6715195133228595
WBXA047,Absorbance Array Data Point 047,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6695816491157004
WBXA048,Absorbance Array Data Point 048,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6705418873984076
WBXA049,Absorbance Array Data Point 049,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.671176915376386
WBXA050,Absorbance Array Data Point 050,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6753605680891306
WBXA051,Absorbance Array Data Point 051,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6710754563262118
WBXA052,Absorbance Array Data Point 052,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.671276746404836
WBXA053,Absorbance Array Data Point 053,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6713260665907248
WBXA054,Absorbance Array Data Point 054,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6700798816085607
WBXA055,Absorbance Array Data Point 055,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6728033949239289
WBXA056,Absorbance Array Data Point 056,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6725674009014144
WBXA057,Absorbance Array Data Point 057,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6701985812876832
WBXA058,Absorbance Array Data Point 058,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6697098958183243
WBXA059,Absorbance Array Data Point 059,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6697730686240699
WBXA060,Absorbance Array Data Point 060,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6708936214254705
WBXA061,Absorbance Array Data Point 061,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6695700826171351
WBXA062,Absorbance Array Data Point 062,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6695700826171351
WBXA063,Absorbance Array Data Point 063,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6685594428665268
WBXA064,Absorbance Array Data Point 064,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6695700826171351
WBXA065,Absorbance Array Data Point 065,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6685594428665268
WBXA066,Absorbance Array Data Point 066,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6712626080596205
WBXA067,Absorbance Array Data Point 067,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6714640666451047
WBXA068,Absorbance Array Data Point 068,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6695700826171351
WBXA069,Absorbance Array Data Point 069,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6699591325264643
WBXA070,Absorbance Array Data Point 070,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6711263924581526
WBXA071,Absorbance Array Data Point 071,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6691114999862395
WBXA072,Absorbance Array Data Point 072,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6701395088451033
WBXA073,Absorbance Array Data Point 073,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.669516551063879
WBXA074,Absorbance Array Data Point 074,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.670019689705069
WBXA075,Absorbance Array Data Point 075,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6693843425825026
WBXA076,Absorbance Array Data Point 076,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6680548215965113
WBXA077,Absorbance Array Data Point 077,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6696460932855086
WBXA078,Absorbance Array Data Point 078,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6770271185053567
WBXA079,Absorbance Array Data Point 079,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6680548215965113
WBXA080,Absorbance Array Data Point 080,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6700798816085607
WBXA081,Absorbance Array Data Point 081,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6691114999862395
WBXA082,Absorbance Array Data Point 082,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.669516551063879
WBXA083,Absorbance Array Data Point 083,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.671176915376386
WBXA084,Absorbance Array Data Point 084,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6691114999862395
WBXA085,Absorbance Array Data Point 085,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6634109113054779
WBXA086,Absorbance Array Data Point 086,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6634109113054779
WBXA087,Absorbance Array Data Point 087,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6679724054789736
WBXA088,Absorbance Array Data Point 088,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6632476385566343
WBXA089,Absorbance Array Data Point 089,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6725271557226518
WBXA090,Absorbance Array Data Point 090,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6635705100898432
WBXA091,Absorbance Array Data Point 091,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6632476385566343
WBXA092,Absorbance Array Data Point 092,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6632476385566343
WBXA093,Absorbance Array Data Point 093,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.664318467678461
WBXA094,Absorbance Array Data Point 094,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6664925467739815
WBXA095,Absorbance Array Data Point 095,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6664925467739815
WBXA096,Absorbance Array Data Point 096,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6648641854338467
WBXA097,Absorbance Array Data Point 097,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6567700193084001
WBXA098,Absorbance Array Data Point 098,absorbance unit,http://purl.obolibrary.org/obo/UO_0000269,0.6588376072101212
