"LBD052LC.Code.or.Value","LBD052LC.Value.Description","LBD052LC.Count","LBD052LC.Cumulative","LBD052LC.Skip.to.Item"
"0","At or above the detection limit",97,97,NA
"1","Below lower detection limit",150,247,NA
".","Missing",0,247,NA
