"AUXRR113.Code.or.Value","AUXRR113.Value.Description","AUXRR113.Count","AUXRR113.Cumulative","AUXRR113.Skip.to.Item"
"-55 to 44","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
