"AUXLR149.Code.or.Value","AUXLR149.Value.Description","AUXLR149.Count","AUXLR149.Cumulative","AUXLR149.Skip.to.Item"
"-36 to 64","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
