"AUXRR256.Code.or.Value","AUXRR256.Value.Description","AUXRR256.Count","AUXRR256.Cumulative","AUXRR256.Skip.to.Item"
"-60 to 60","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
