"DIQ070.Code.or.Value","DIQ070.Value.Description","DIQ070.Count","DIQ070.Cumulative","DIQ070.Skip.to.Item"
"1","Yes",547,547,NA
"2","No",651,1198,NA
"7","Refused",0,1198,NA
"9","Don't know",2,1200,NA
".","Missing",8570,9770,NA
