"AUDTYR49.Code.or.Value","AUDTYR49.Value.Description","AUDTYR49.Count","AUDTYR49.Cumulative","AUDTYR49.Skip.to.Item"
"0 to 3.53","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
