"SXQ490.Code.or.Value","SXQ490.Value.Description","SXQ490.Count","SXQ490.Cumulative","SXQ490.Skip.to.Item"
"0 to 27","Range of Values",174,174,NA
"77777","Refused",0,174,NA
"99999","Don't know",0,174,NA
".","Missing",5128,5302,NA
