"AUDTYL42.Code.or.Value","AUDTYL42.Value.Description","AUDTYL42.Count","AUDTYL42.Cumulative","AUDTYL42.Skip.to.Item"
"0 to 2.03","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
