"AUXRR201.Code.or.Value","AUXRR201.Value.Description","AUXRR201.Count","AUXRR201.Cumulative","AUXRR201.Skip.to.Item"
"-28 to 60","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
