"RHQ166.Code.or.Value","RHQ166.Value.Description","RHQ166.Count","RHQ166.Cumulative","RHQ166.Skip.to.Item"
"0 to 15","Range of Values",1995,1995,NA
"77","REFUSED",0,1995,NA
"99","DON'T KNOW",1,1996,NA
".","Missing",1601,3597,NA
