"SXQ550.Code.or.Value","SXQ550.Value.Description","SXQ550.Count","SXQ550.Cumulative","SXQ550.Skip.to.Item"
"0 to 12","Range of Values",83,83,NA
"77777","Refused",0,83,NA
"99999","Don't know",0,83,NA
".","Missing",4713,4796,NA
