"RHQ584.Code.or.Value","RHQ584.Value.Description","RHQ584.Count","RHQ584.Cumulative","RHQ584.Skip.to.Item"
"1","Yes",4,4,NA
"2","No",38,42,NA
"7","Refused",0,42,NA
"9","Don't know",0,42,NA
".","Missing",3703,3745,NA
