"SXQ490.Code.or.Value","SXQ490.Value.Description","SXQ490.Count","SXQ490.Cumulative","SXQ490.Skip.to.Item"
"0 to 13","Range of Values",119,119,NA
"77777","Refused",0,119,NA
"99999","Don't know",1,120,NA
".","Missing",3165,3285,NA
