"AUXRR180.Code.or.Value","AUXRR180.Value.Description","AUXRR180.Count","AUXRR180.Cumulative","AUXRR180.Skip.to.Item"
"-35 to 128","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
