"AUXLR135.Code.or.Value","AUXLR135.Value.Description","AUXLR135.Count","AUXLR135.Cumulative","AUXLR135.Skip.to.Item"
"-39 to 125","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
