"AUXLR272.Code.or.Value","AUXLR272.Value.Description","AUXLR272.Count","AUXLR272.Cumulative","AUXLR272.Skip.to.Item"
"-34 to 105","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
