"AUXLR116.Code.or.Value","AUXLR116.Value.Description","AUXLR116.Count","AUXLR116.Cumulative","AUXLR116.Skip.to.Item"
"-37 to 68","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
