"TYXA122.Code.or.Value","TYXA122.Value.Description","TYXA122.Count","TYXA122.Cumulative","TYXA122.Skip.to.Item"
"0.09 to 6.661","Range of Values",8291,8291,NA
".","Missing",178,8469,NA
