"AUXLR213.Code.or.Value","AUXLR213.Value.Description","AUXLR213.Count","AUXLR213.Cumulative","AUXLR213.Skip.to.Item"
"-48 to 57","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
