"OHQ138.Code.or.Value","OHQ138.Value.Description","OHQ138.Count","OHQ138.Cumulative","OHQ138.Skip.to.Item"
"1","Yes",12,12,NA
"2","No",395,407,NA
"7","Refused",0,407,NA
"9","Don't know",0,407,NA
".","Missing",8440,8847,NA
