"WBXP051.Code.or.Value","WBXP051.Value.Description","WBXP051.Count","WBXP051.Cumulative","WBXP051.Skip.to.Item"
"-104.8042 to 163.1169","Range of Values",8551,8551,NA
".","Missing",3,8554,NA
