"AUXRR242.Code.or.Value","AUXRR242.Value.Description","AUXRR242.Count","AUXRR242.Cumulative","AUXRR242.Skip.to.Item"
"-32 to 90","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
