"AUDTYR78.Code.or.Value","AUDTYR78.Value.Description","AUDTYR78.Count","AUDTYR78.Cumulative","AUDTYR78.Skip.to.Item"
"0 to 0.44","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
