"AUXLR252.Code.or.Value","AUXLR252.Value.Description","AUXLR252.Count","AUXLR252.Cumulative","AUXLR252.Skip.to.Item"
"-1 to 51","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
