"AUDTYR06.Code.or.Value","AUDTYR06.Value.Description","AUDTYR06.Count","AUDTYR06.Cumulative","AUDTYR06.Skip.to.Item"
"0 to 1.59","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
