"AUDTYL30.Code.or.Value","AUDTYL30.Value.Description","AUDTYL30.Count","AUDTYL30.Cumulative","AUDTYL30.Skip.to.Item"
"0 to 1.97","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
