"RFXC006.Code.or.Value","RFXC006.Value.Description","RFXC006.Count","RFXC006.Cumulative","RFXC006.Skip.to.Item"
"-2.924 to 3.024","Range of Values",51075,51075,NA
".","Missing",1,51076,NA
