"AUDTYL35.Code.or.Value","AUDTYL35.Value.Description","AUDTYL35.Count","AUDTYL35.Cumulative","AUDTYL35.Skip.to.Item"
"0 to 1.94","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
