"AUXRR205.Code.or.Value","AUXRR205.Value.Description","AUXRR205.Count","AUXRR205.Cumulative","AUXRR205.Skip.to.Item"
"-25 to 53","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
