"AUXLR254.Code.or.Value","AUXLR254.Value.Description","AUXLR254.Count","AUXLR254.Cumulative","AUXLR254.Skip.to.Item"
"-8 to 58","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
