"AUDTYL13.Code.or.Value","AUDTYL13.Value.Description","AUDTYL13.Count","AUDTYL13.Cumulative","AUDTYL13.Skip.to.Item"
"0 to 2.66","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
