"AUXLR126.Code.or.Value","AUXLR126.Value.Description","AUXLR126.Count","AUXLR126.Cumulative","AUXLR126.Skip.to.Item"
"-78 to 89","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
