"AUXRR120.Code.or.Value","AUXRR120.Value.Description","AUXRR120.Count","AUXRR120.Cumulative","AUXRR120.Skip.to.Item"
"-42 to 107","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
