"AUDTYL08.Code.or.Value","AUDTYL08.Value.Description","AUDTYL08.Count","AUDTYL08.Cumulative","AUDTYL08.Skip.to.Item"
"0 to 1.19","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
