"TYXP184.Code.or.Value","TYXP184.Value.Description","TYXP184.Count","TYXP184.Cumulative","TYXP184.Skip.to.Item"
"-298 to 8","Range of Values",1808,1808,NA
".","Missing",6661,8469,NA
