"AUXLR106.Code.or.Value","AUXLR106.Value.Description","AUXLR106.Count","AUXLR106.Cumulative","AUXLR106.Skip.to.Item"
"-58 to 53","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
