"AUXLR266.Code.or.Value","AUXLR266.Value.Description","AUXLR266.Count","AUXLR266.Cumulative","AUXLR266.Skip.to.Item"
"-26 to 134","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
