"AUXRR240.Code.or.Value","AUXRR240.Value.Description","AUXRR240.Count","AUXRR240.Cumulative","AUXRR240.Skip.to.Item"
"-18 to 36","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
