"LBD189LC.Code.or.Value","LBD189LC.Value.Description","LBD189LC.Count","LBD189LC.Cumulative","LBD189LC.Skip.to.Item"
"0","At or above the detection limit",133,133,NA
"1","Below lower detection limit",118,251,NA
".","Missing",0,251,NA
