"TYXP094.Code.or.Value","TYXP094.Value.Description","TYXP094.Count","TYXP094.Cumulative","TYXP094.Skip.to.Item"
"-270 to 93","Range of Values",8465,8465,NA
".","Missing",4,8469,NA
